,ORI,DSN,STOP_DATE,SEQ_NO,REF_NO,EVENT_NO,SEX,RACE,AGE_CODE,GEO,STOP_LOCATION,VIOL_MOVING,VIOL_EQUIPMENT,VIOL_LICENSE,MOVING_SPEED,MOVING_LANE,MOVING_TAIL,MOVING_CMV,MOVING_SIGNAL,MOVING_OTHER,WARN_CITA_ISSUED,STOP_WARNING,STOP_CITATION,SEARCH_CONDUCT,DURATION_OF_SEARCH,CAUSE_CONSENT,CAUSE_DRG_ODOR,CAUSE_DOG_ALERT,CAUSE_PLN_VIEW,CAUSE_OFF_SFTY,CAUSE_INVNTRY,CAUSE_OTHER,CAUSE_INC_TO_ARR,SEARCHED_PERSON,SEARCHED_PROPERTY,CNTR_DISCOVERED,CNTR_DRUG_PAR,CNTR_CURRENCY,CNTR_WEAPON,CNTR_STLN_PROP,CNTR_OTHER,SEARCH_ARREST,CHRG_WAR_WAN,CHRG_DRUG_VIOL,CHRG_RESIST_ARR,CHRG_OFF_PERSON,CHRG_PROP_CRIME,CHRG_OTHER,CHRG_DWI,ENTER_DATE,ENTER_TIME,ENTER_ACID,LAST_UPDATE_DATE,LAST_UPDATE_TIME,LAST_UPDATE_ACID,SECOND_DSN,TIME_OF_STOP,RACE_BEFORE_STOP,RES_JURISDICTION,STOP_NO_ACTION,SEARCH_BOTH,CHRG_TRAFF_VIOL,VIOL_INVESTIGATIVE,STOP_OTHER,STATUS_CODE
16204,MO0957300,817,2018-09-18 00:00:00,0,TA01179951,18-27513,F,B,D,,S,,,L,,,,,,,N,W,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.13.34,#EETJR1,,,,,1900-01-01 21:55:00,N,N,,,,,,FIN
16205,MO0957300,535,2018-09-18 00:00:00,0,TA01179956,18-27432,M,W,D,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.18.07,#EETJR1,,,,,1900-01-01 09:20:00,N,Y,,,,,,FIN
16206,MO0957300,535,2018-09-18 00:00:00,0,TA01179960,18-27430,F,A,C,,N,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.19.33,#EETJR1,,,,,1900-01-01 08:18:00,N,N,,,,,,FIN
16207,MO0957300,532,2018-09-18 00:00:00,0,TA01179963,18-27454,M,W,B,,C,,,L,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.24.41,#EETJR1,,,,,1900-01-01 11:37:00,Y,N,N,,,,,FIN
16208,MO0957300,531,2018-09-18 00:00:00,0,TA01179965,18-27508,M,B,B,,C,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.26.33,#EETJR1,,,,,1900-01-01 09:18:00,N,Y,,,,,,FIN
16209,MO0957300,531,2018-09-18 00:00:00,0,TA01179967,18-27505,M,B,C,,N,,E,,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,01.29.34,#EETJR1,,,,,1900-01-01 21:00:00,N,N,,,,,,FIN
16210,MO0957300,516,2018-09-18 00:00:00,0,TA01184866,,F,B,B,,C,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.03.14,#MILM02,,,,,1900-01-01 21:29:00,N,N,N,,,,,FIN
16211,MO0957300,509,2018-09-18 00:00:00,0,TA01184894,,M,W,D,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.35.52,#MILM02,,,,,1900-01-01 22:15:00,N,Y,,,,,,FIN
16212,MO0957300,517,2018-09-19 00:00:00,0,TA01179853,18-27538,F,B,C,,C,,E,,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/20/2018,23.58.36,#EETJR1,,,,,1900-01-01 08:50:00,N,Y,,,,,,FIN
16213,MO0957300,517,2018-09-19 00:00:00,0,TA01179856,18-27565,F,B,B,,C,,E,,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.01.49,#EETJR1,,,,,1900-01-01 14:05:00,N,N,,,,,,FIN
16214,MO0957300,400,2018-09-19 00:00:00,0,TA01179862,18-27536,F,W,C,,N,M,E,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.04.07,#EETJR1,,,,,1900-01-01 08:35:00,N,N,,,,,,FIN
16215,MO0957300,522,2018-09-19 00:00:00,0,TA01179871,18-27564,M,W,D,,C,,,L,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.11.49,#EETJR1,,,,,1900-01-01 13:50:00,Y,N,N,,,I,,FIN
16216,MO0957300,491,2018-09-19 00:00:00,0,TA01179886,18-27596,M,B,D,,C,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.22.24,#EETJR1,,,,,1900-01-01 23:35:00,N,N,N,,,I,,FIN
16217,MO0957300,503,2018-09-19 00:00:00,0,TA01179887,18-27585,F,B,B,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.23.39,#EETJR1,,,,,1900-01-01 20:35:00,N,N,,,,,,FIN
16218,MO0957300,491,2018-09-20 00:00:00,0,TA01179885,18-27599,F,W,B,,C,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.21.27,#EETJR1,,,,,1900-01-01 01:15:00,N,N,,,,,,FIN
16219,MO0957300,511,2018-09-20 00:00:00,0,TA01179888,18-27600,M,W,B,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,00.24.37,#EETJR1,,,,,1900-01-01 01:20:00,N,N,,,,,,FIN
16220,MO0957300,516,2018-09-20 00:00:00,0,TA01181352,18-27668,F,B,C,,C,,,L,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.11.34,#EETJR1,,,,,1900-01-01 20:52:00,N,N,N,,,I,,FIN
16221,MO0957300,511,2018-09-20 00:00:00,0,TA01181355,18-27661,M,B,C,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.14.22,#EETJR1,,,,,1900-01-01 19:40:00,N,N,,,,,,FIN
16222,MO0957300,529,2018-09-20 00:00:00,0,TA01181357,18-27667,F,B,D,,N,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.15.28,#EETJR1,,,,,1900-01-01 20:25:00,N,N,,,,,,FIN
16223,MO0957300,529,2018-09-20 00:00:00,0,TA01181359,18-27670,F,B,B,,N,,,L,,,,,,,N,W,C,Y,A,,D,,,,,,,,,Y,D,,,,,N,,,,,,,,9/22/2018,04.17.11,#EETJR1,,,,,1900-01-01 21:00:00,N,Y,,B,,I,,FIN
16224,MO0957300,529,2018-09-20 00:00:00,0,TA01181360,18-27675,M,B,C,,N,,,,,,,,,,N,,,Y,A,,,,,S,,,,D,,,,,,,,N,,,,,,,,9/22/2018,04.18.40,#EETJR1,,,,,1900-01-01 22:00:00,N,Y,,,,I,O,FIN
16225,MO0957300,529,2018-09-20 00:00:00,0,TA01181361,18-27669,F,B,D,,N,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.19.52,#EETJR1,,,,,1900-01-01 19:45:00,N,N,,,,,,FIN
16226,MO0957300,434,2018-09-20 00:00:00,0,TA01181371,18-27654,M,B,C,,N,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.34.58,#EETJR1,,,,,1900-01-01 19:07:00,N,N,,,,,,FIN
16227,MO0957300,434,2018-09-20 00:00:00,0,TA01181372,18-27660,M,B,C,,N,,,L,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.37.03,#EETJR1,,,,,1900-01-01 19:44:00,N,N,,,,,O,FIN
16228,MO0957300,515,2018-09-20 00:00:00,0,TA01181373,18-27623,M,B,C,,C,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.38.27,#EETJR1,,,,,1900-01-01 11:42:00,N,N,,,,,,FIN
16229,MO0957300,522,2018-09-20 00:00:00,0,TA01181374,18-27640,F,B,B,,N,,,L,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.41.19,#EETJR1,,,,,1900-01-01 15:55:00,N,N,N,,,I,,FIN
16230,MO0957300,522,2018-09-20 00:00:00,0,TA01181375,18-27618,M,B,C,,N,M,,L,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.44.03,#EETJR1,,,,,1900-01-01 11:10:00,N,N,,,,,,FIN
16231,MO0957300,459,2018-09-20 00:00:00,0,TA01181377,18-27637,M,B,B,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.46.09,#EETJR1,,,,,1900-01-01 15:11:00,N,N,,,,,,FIN
16232,MO0957300,543,2018-09-20 00:00:00,0,TA01204468,18-27663,M,B,D,,N,M,,,,,,,F,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,10/10/2018,05.35.26,#EETJR1,,,,,1900-01-01 13:30:00,N,N,,,,,,FIN
16233,MO0957300,516,2018-09-20 00:00:00,0,TA01231030,17873,M,W,B,,N,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,10/29/2018,01.07.18,#CULH01,,,,,1900-01-01 14:06:00,N,N,N,,,,,FIN
16234,MO0957300,522,2018-09-21 00:00:00,0,TA01180013,18-27054,F,B,A,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,02.33.30,#EETJR1,,,,,1900-01-01 02:26:00,N,N,,,,,,FIN
16235,MO0957300,399,2018-09-21 00:00:00,0,TA01180042,18-27199,M,B,B,,N,M,,,S,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,03.09.18,#EETJR1,,,,,1900-01-01 03:08:00,N,N,,,,,,FIN
16236,MO0957300,534,2018-09-21 00:00:00,0,TA01180056,18-27178,F,B,D,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/21/2018,03.27.42,#EETJR1,,,,,1900-01-01 03:26:00,N,N,,,,,,FIN
16237,MO0957300,503,2018-09-21 00:00:00,0,TA01181354,18-27682,F,B,C,,S,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.13.02,#EETJR1,,,,,1900-01-01 00:30:00,N,Y,,,,I,,FIN
16238,MO0957300,529,2018-09-21 00:00:00,0,TA01181363,18-27688,M,B,C,,N,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.22.15,#EETJR1,,,,,1900-01-01 03:25:00,N,Y,,,,,,FIN
16239,MO0957300,491,2018-09-21 00:00:00,0,TA01181364,18-27679,M,B,C,,O,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.23.47,#EETJR1,,,,,1900-01-01 00:05:00,Y,Y,N,,,I,,FIN
16240,MO0957300,491,2018-09-21 00:00:00,0,TA01181365,18-27693,M,W,D,,S,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.26.41,#EETJR1,,,,,1900-01-01 06:05:00,N,Y,,,,,,FIN
16241,MO0957300,518,2018-09-21 00:00:00,0,TA01181367,18-27684,M,B,D,,C,,E,,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.28.01,#EETJR1,,,,,1900-01-01 21:50:00,N,Y,,,,I,,FIN
16242,MO0957300,518,2018-09-21 00:00:00,0,TA01181369,18-27686,F,W,D,,C,,,,,,,,,,N,,,Y,A,C,,,,,,,,,P,,,,,,,N,,,,,,,,9/22/2018,04.29.52,#EETJR1,,,,,1900-01-01 02:19:00,Y,N,,,,I,O,FIN
16243,MO0957300,434,2018-09-21 00:00:00,0,TA01181370,18-27694,M,B,B,,N,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/22/2018,04.32.57,#EETJR1,,,,,1900-01-01 06:37:00,N,N,,,,,,FIN
16244,MO0957300,532,2018-09-21 00:00:00,0,TA01184843,,M,W,B,,C,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.21.32,#MILM02,,,,,1900-01-01 16:15:00,N,N,,,,,,FIN
16245,MO0957300,535,2018-09-21 00:00:00,0,TA01184851,,F,W,C,,C,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.42.29,#MILM02,,,,,1900-01-01 03:20:00,N,N,,,,,,FIN
16246,MO0957300,495,2018-09-21 00:00:00,0,TA01184852,,F,B,D,,S,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.43.46,#MILM02,,,,,1900-01-01 07:58:00,N,Y,,,,,,FIN
16247,MO0957300,495,2018-09-21 00:00:00,0,TA01184853,,M,W,B,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.44.54,#MILM02,,,,,1900-01-01 15:29:00,N,Y,,,,,,FIN
16248,MO0957300,527,2018-09-21 00:00:00,0,TA01184854,,F,B,B,,N,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.45.51,#MILM02,,,,,1900-01-01 15:35:00,N,Y,,,,,,FIN
16249,MO0957300,518,2018-09-21 00:00:00,0,TA01184856,,M,B,B,,N,,E,,,,,,,,N,W,,Y,A,C,,,,S,,,,,,Y,,,W,,,N,,,,,,,,9/25/2018,03.48.26,#MILM02,,,,,1900-01-01 22:50:00,N,Y,,B,,I,,FIN
16250,MO0957300,516,2018-09-21 00:00:00,0,TA01184867,,M,B,C,,N,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.04.19,#MILM02,,,,,1900-01-01 21:19:00,N,N,N,,,,,FIN
16251,MO0957300,530,2018-09-21 00:00:00,0,TA01184873,,M,B,D,,S,M,,,S,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.11.59,#MILM02,,,,,1900-01-01 20:37:00,N,N,,,,,,FIN
16252,MO0957300,530,2018-09-21 00:00:00,0,TA01184874,,M,B,B,,O,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.12.57,#MILM02,,,,,1900-01-01 02:35:00,Y,Y,N,,,I,,FIN
16253,MO0957300,520,2018-09-21 00:00:00,0,TA01184883,,F,B,C,,C,M,,,,,,,F,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.25.58,#MILM02,,,,,1900-01-01 19:50:00,N,N,,,,,,FIN
16254,MO0957300,527,2018-09-21 00:00:00,0,TA01184884,,F,B,D,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.26.57,#MILM02,,,,,1900-01-01 09:00:00,N,Y,,,,,,FIN
16255,MO0957300,520,2018-09-21 00:00:00,0,TA01184885,,M,B,D,,C,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.27.57,#MILM02,,,,,1900-01-01 20:01:00,N,N,N,,,,,FIN
16256,MO0957300,497,2018-09-21 00:00:00,0,TA01184886,,F,B,D,,C,M,,,S,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.28.49,#MILM02,,,,,1900-01-01 21:50:00,N,N,,,,,,FIN
16257,MO0957300,530,2018-09-21 00:00:00,0,TA01184887,,M,W,B,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.29.41,#MILM02,,,,,1900-01-01 21:25:00,N,N,,,,,,FIN
16258,MO0957300,530,2018-09-21 00:00:00,0,TA01184888,,F,B,B,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.30.40,#MILM02,,,,,1900-01-01 19:44:00,N,N,,,,,,FIN
16259,MO0957300,531,2018-09-21 00:00:00,0,TA01191161,18-27757,M,B,D,,C,,E,,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/28/2018,23.40.22,#EETJR1,,,,,1900-01-01 20:35:00,N,N,,,,,,FIN
16260,MO0957300,518,2018-09-22 00:00:00,0,TA01184855,,M,U,D,,N,,E,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.46.51,#MILM02,,,,,1900-01-01 01:30:00,N,N,,,,I,O,FIN
16261,MO0957300,419,2018-09-22 00:00:00,0,TA01184857,,M,B,B,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.49.38,#MILM02,,,,,1900-01-01 11:25:00,N,Y,,,,,,FIN
16262,MO0957300,535,2018-09-22 00:00:00,0,TA01184859,,M,B,D,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.51.06,#MILM02,,,,,1900-01-01 03:18:00,N,N,,,,,,FIN
16263,MO0957300,527,2018-09-22 00:00:00,0,TA01184860,,M,B,B,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.52.15,#MILM02,,,,,1900-01-01 13:57:00,N,Y,,,,,,FIN
16264,MO0957300,524,2018-09-22 00:00:00,0,TA01184861,,F,B,D,,N,M,,,,,,,,O,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.53.37,#MILM02,,,,,1900-01-01 09:10:00,N,Y,N,,,,,FIN
16265,MO0957300,495,2018-09-22 00:00:00,0,TA01184862,,F,B,D,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.55.27,#MILM02,,,,,1900-01-01 12:03:00,N,Y,,,,,,FIN
16266,MO0957300,531,2018-09-22 00:00:00,0,TA01184876,,M,B,D,,C,,E,,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.15.55,#MILM02,,,,,1900-01-01 23:40:00,N,Y,,,,,,FIN
16267,MO0957300,520,2018-09-22 00:00:00,0,TA01184877,,M,W,C,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.17.06,#MILM02,,,,,1900-01-01 19:36:00,N,Y,,,,,,FIN
16268,MO0957300,532,2018-09-22 00:00:00,0,TA01184900,,F,W,D,,C,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.45.20,#MILM02,,,,,1900-01-01 12:00:00,N,N,,,,,,FIN
16269,MO0957300,518,2018-09-22 00:00:00,0,TA01186370,,F,B,B,,S,,E,,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.58.15,#MILM02,,,,,1900-01-01 10:40:00,N,N,,,,I,,FIN
16270,MO0957300,516,2018-09-23 00:00:00,0,TA01184865,,M,B,B,,C,M,,L,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.02.24,#MILM02,,,,,1900-01-01 00:45:00,N,N,,,,,,FIN
16271,MO0957300,535,2018-09-23 00:00:00,0,TA01184868,,F,B,D,,N,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.06.13,#MILM02,,,,,1900-01-01 04:00:00,N,N,,,,,,FIN
16272,MO0957300,535,2018-09-23 00:00:00,0,TA01184871,,M,B,B,,N,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.07.01,#MILM02,,,,,1900-01-01 08:00:00,N,N,,,,,,FIN
16273,MO0957300,527,2018-09-23 00:00:00,0,TA01184878,,M,B,D,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.18.29,#MILM02,,,,,1900-01-01 15:05:00,N,Y,,,,,,FIN
16274,MO0957300,527,2018-09-23 00:00:00,0,TA01184879,,F,B,B,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.19.26,#MILM02,,,,,1900-01-01 14:36:00,N,N,,,,,,FIN
16275,MO0957300,530,2018-09-23 00:00:00,0,TA01184880,,M,W,C,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.21.39,#MILM02,,,,,1900-01-01 22:00:00,N,Y,,,,,,FIN
16276,MO0957300,518,2018-09-23 00:00:00,0,TA01186372,,F,B,C,,N,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.59.07,#MILM02,,,,,1900-01-01 01:20:00,N,Y,,,,I,O,FIN
16277,MO0957300,531,2018-09-23 00:00:00,0,TA01191162,18-27933,F,B,A,,S,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/28/2018,23.41.46,#EETJR1,,,,,1900-01-01 21:35:00,N,Y,,,,,,FIN
16278,MO0957300,495,2018-09-23 00:00:00,0,TA01238304,27898,F,B,B,,N,M,,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,11/4/2018,06.15.02,#CULH01,,,,,1900-01-01 12:45:00,N,N,,,,,,FIN
16279,MO0957300,525,2018-09-24 00:00:00,0,TA01184881,,M,B,C,,C,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,04.22.28,#MILM02,,,,,1900-01-01 04:25:00,N,Y,,,,,,FIN
16280,MO0957300,399,2018-09-24 00:00:00,0,TA01186364,,M,B,B,,N,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.53.00,#MILM02,,,,,1900-01-01 21:04:00,N,N,,,,,,FIN
16281,MO0957300,399,2018-09-24 00:00:00,0,TA01186365,,M,W,D,,N,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.54.10,#MILM02,,,,,1900-01-01 20:20:00,N,Y,,,,,,FIN
16282,MO0957300,544,2018-09-24 00:00:00,0,TA01186368,,M,B,B,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.55.05,#MILM02,,,,,1900-01-01 21:00:00,N,Y,,,,,,FIN
16283,MO0957300,544,2018-09-24 00:00:00,0,TA01186369,,M,B,D,,S,M,,,,,,,F,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,00.56.08,#MILM02,,,,,1900-01-01 08:25:00,N,Y,,,,,,FIN
16284,MO0957300,491,2018-09-24 00:00:00,0,TA01186374,,M,B,D,,S,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.00.15,#MILM02,,,,,1900-01-01 11:50:00,N,N,,,,,,FIN
16285,MO0957300,511,2018-09-24 00:00:00,0,TA01186378,,F,W,C,,N,M,E,,,,,,,O,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.01.38,#MILM02,9/26/2018,01.02.03,#MILM02,,1900-01-01 07:45:00,N,N,,,,I,,FIN
16286,MO0957300,511,2018-09-24 00:00:00,0,TA01186382,,M,B,B,,N,,E,,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.03.12,#MILM02,,,,,1900-01-01 14:20:00,N,N,,,,I,,FIN
16287,MO0957300,426,2018-09-24 00:00:00,0,TA01186383,,F,B,B,,N,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.04.14,#MILM02,,,,,1900-01-01 11:20:00,N,N,,,,,,FIN
16288,MO0957300,426,2018-09-24 00:00:00,0,TA01186384,,M,W,D,,N,M,,,,I,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.05.11,#MILM02,,,,,1900-01-01 14:40:00,N,N,,,,,,FIN
16289,MO0957300,426,2018-09-24 00:00:00,0,TA01186386,,F,W,D,,N,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.06.17,#MILM02,,,,,1900-01-01 09:27:00,N,N,,,,,,FIN
16290,MO0957300,400,2018-09-24 00:00:00,0,TA01186387,,M,A,D,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.07.35,#MILM02,,,,,1900-01-01 14:47:00,N,N,,,,,,FIN
16291,MO0957300,400,2018-09-24 00:00:00,0,TA01186392,,F,B,B,,N,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.10.48,#MILM02,,,,,1900-01-01 07:56:00,N,N,,,,,,FIN
16292,MO0957300,503,2018-09-24 00:00:00,0,TA01186394,,M,B,C,,S,M,,,S,I,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.12.07,#MILM02,,,,,1900-01-01 16:00:00,N,Y,,,,,,FIN
16293,MO0957300,503,2018-09-24 00:00:00,0,TA01186395,,M,W,D,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.13.07,#MILM02,,,,,1900-01-01 10:55:00,N,Y,,,,,,FIN
16294,MO0957300,503,2018-09-24 00:00:00,0,TA01186397,,F,A,B,,S,M,,,S,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/26/2018,01.14.53,#MILM02,,,,,1900-01-01 15:30:00,N,N,,,,,,FIN
16295,MO0957300,527,2018-09-25 00:00:00,0,TA01184841,,F,W,B,,N,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.16.54,#MILM02,,,,,1900-01-01 03:15:00,N,N,,,,,,FIN
16296,MO0957300,532,2018-09-25 00:00:00,0,TA01184842,,F,W,C,,C,,,L,,,,,,,N,W,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2018,03.17.52,#MILM02,,,,,1900-01-01 03:17:00,N,Y,,,,,,FIN
16297,MO0957300,399,2018-09-25 00:00:00,0,TA01191368,18-28130,F,B,B,,N,M,,,S,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/29/2018,04.27.56,#EETJR1,,,,,1900-01-01 22:18:00,N,N,,,,,,FIN
16298,MO0957300,522,2018-09-25 00:00:00,0,TA01191370,18-28131,M,B,B,,C,,,L,,,,,,,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/29/2018,04.30.59,#EETJR1,,,,,1900-01-01 22:30:00,N,N,,,,,,FIN
16299,MO0957300,522,2018-09-25 00:00:00,0,TA01191372,18-28120,M,B,C,,C,M,,,,,,,,O,N,,C,N,,,,,,,,,,,,,,,,,,N,,,,,,,,9/29/2018,04.32.01,#EETJR1,,,,,1900-01-01 21:00:00,N,Y,,,,,,FIN
