ORI, DSN, STOP_DATE, TIME_OF_STOP, SEQ_NO, REF_NO, EVENT_NO, RACE_BEFORE_STOP, RES_JURISDICTION, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_INVESTIGATIVE, VIOL_EQUIPMENT, VIOL_LICENSE, VIOL_MOVING, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOP_NO_ACTION, STOP_OTHER, STOPARRESTIND, SEARCH_CONDUCT, SEARCH_BOTH, SEARCHED_PERSON, SEARCHED_PROPERTY, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_TRAFF_VIOL, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, STATUS_CODE,,,,,,,,,,,,,,,,,,,,
MO0957300,511,5/31/2018,130,3,TA00992279,,N,N,F,B,B,,,N,I,E,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,06.13.22,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,5/31/2018,10,1,TA00992280,,N,N,F,B,C,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,06.16.59,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,5/31/2018,200,2,TA00992281,,N,N,M,B,B,,,N,I,,,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,06.18.20,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/1/2018,130,0,TA00994001,,N,Y,M,B,D,,,C,I,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/2/2018,14.30.47,#CULH01,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,6/1/2018,2038,0,TA00994011,,N,N,F,B,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,00.40.22,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/1/2018,1840,2,TA00994012,,N,N,M,B,B,,,N,I,,L,,,,,,,,,N,,,,O,,Y,B,,,A,C,D,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,02.07.15,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/1/2018,35,3,TA00994013,,N,N,M,B,D,,,N,,,L,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,02.08.51,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/1/2018,35,4,TA00994014,,N,N,M,B,D,,,N,,,L,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,02.10.02,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/1/2018,1026,0,TA00994045,,N,N,F,B,D,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.09.11,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/1/2018,1009,1,TA00994046,,N,N,F,B,C,,,C,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.09.47,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,6/1/2018,1027,0,TA00994047,,Y,N,F,B,B,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.12.30,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,6/1/2018,810,1,TA00994048,,Y,N,M,B,C,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.15.30,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/1/2018,852,0,TA00994049,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.19.48,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,400,6/1/2018,1727,0,TA00994050,,N,N,M,W,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.20.33,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,6/1/2018,1127,0,TA00994051,,N,N,F,B,D,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.21.10,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,6/1/2018,1115,1,TA00994052,,N,Y,M,B,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.21.54,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,6/1/2018,1110,2,TA00994053,,N,N,M,A,D,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.22.33,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,6/1/2018,1054,3,TA00994054,,N,N,M,B,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.24.37,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/1/2018,1826,0,TA00994055,,N,Y,F,B,D,,,C,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.33.50,#WILJ04,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,523,6/1/2018,1940,0,TA00994056,,N,N,M,B,B,,,S,I,,L,M,,I,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.39.40,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,6/1/2018,1940,0,TA00994057,,N,N,M,W,D,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.40.11,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/1/2018,1150,1,TA00994058,,N,N,M,B,D,,,S,I,E,,,,,,,,,,Y,W,,,,,Y,B,,,A,,D,,P,,,,,Y,,,,,O,N,,,,,,,,,,6/6/2018,04.41.47,#WINJE1,,,,,,516,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/1/2018,2205,1,TA00994059,,N,N,F,B,C,,,N,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.42.22,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,490,6/1/2018,938,0,TA00994060,,N,N,M,B,D,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.54.11,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,451,6/1/2018,1010,0,TA00994061,,N,Y,M,B,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.54.43,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,451,6/1/2018,900,1,TA00994062,,N,N,F,B,D,,,N,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.55.12,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/1/2018,244,2,TA00994063,,N,N,F,B,C,,,S,I,,,,,,,,,,,N,,,N,,,Y,,D,,A,,,,,S,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.56.35,#WINJE1,,,,,,516,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,6/1/2018,625,0,TA00994064,,N,Y,M,B,D,,,C,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,06.06.03,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,6/1/2018,116,0,TA00994065,,Y,N,M,B,B,,,C,I,,,,,,,,,,,N,,,,O,,Y,B,,,A,C,,,,,,,,Y,,,W,,,N,,,,,,,,,,6/6/2018,06.07.23,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/2/2018,1518,3,TA00995012,,N,Y,M,B,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,02.35.12,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,457,6/2/2018,945,0,TA00995035,,N,N,F,A,D,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.42.54,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,490,6/2/2018,927,0,TA00995036,,Y,Y,M,B,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.44.43,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/2/2018,1103,0,TA00995037,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.45.32,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/2/2018,1830,1,TA00995038,,N,Y,F,B,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.46.11,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/2/2018,2007,0,TA00995039,,N,N,F,B,B,,,O,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.46.50,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,6/2/2018,2340,1,TA00995040,,N,N,M,W,C,,,N,,,,M,,I,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.47.31,#WINJE1,,,,,,518,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/2/2018,645,0,TA00995041,,N,N,F,W,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.48.05,#WINJE1,,,,,,516,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/2/2018,2035,1,TA00995042,,N,N,F,B,C,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.48.37,#WINJE1,,,,,,516,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/2/2018,940,2,TA00995043,,N,N,F,B,C,,,N,,,,M,S,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.50.49,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/2/2018,916,0,TA00995044,,N,N,F,B,C,,,S,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.53.17,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/2/2018,916,1,TA00995045,,N,N,F,B,C,,,S,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.54.11,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/2/2018,1523,2,TA00995046,,N,N,F,B,B,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.55.12,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/2/2018,1300,3,TA00995047,,N,Y,M,W,B,,,S,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.55.56,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,6/2/2018,1545,0,TA00995048,,N,Y,M,B,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.56.37,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,6/2/2018,1513,1,TA00995049,,N,Y,F,A,C,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.57.18,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,497,6/2/2018,2000,0,TA00995050,,N,N,F,B,B,,,C,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.58.49,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,538,6/2/2018,2052,0,TA00995051,,N,N,F,B,C,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.59.44,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,6/2/2018,2012,0,TA00995052,,N,N,M,W,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.39.23,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,6/2/2018,2355,0,TA00995053,,N,Y,M,B,D,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.45.46,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,469,6/3/2018,1355,0,TA00995929,,N,N,M,B,C,,,C,,E,,M,,,,,,F,,Y,,C,,,,Y,,D,,A,,,,,,,,I,,,,,,,Y,W,,,,,,,,,6/11/2018,01.21.15,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,538,6/3/2018,201,0,TA00996014,,N,N,M,B,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.21.30,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,6/3/2018,130,0,TA00996015,,N,Y,M,B,B,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.41.39,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,6/3/2018,25,1,TA00996016,,N,N,F,B,B,,,N,,E,L,,,,,,,,,Y,,C,,,,Y,B,,,A,,D,,,,,,,Y,,,W,,,N,,,,,,,,,,6/6/2018,05.43.11,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,453,6/3/2018,1810,0,TA00996017,,N,N,M,B,C,,,S,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.47.54,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/3/2018,1642,0,TA00996018,,N,Y,M,B,D,,,N,,,,M,,,T,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.48.53,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,6/3/2018,1130,0,TA00996019,,N,Y,M,W,D,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.51.02,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/3/2018,57,1,TA00996020,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.53.03,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,495,6/3/2018,1428,0,TA00996021,,N,Y,M,B,C,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,05.53.34,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/3/2018,400,2,TA00996032,,N,N,M,B,C,,,C,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,19.08.15,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,6/3/2018,16,3,TA00996033,,N,Y,M,W,B,,,N,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,19.09.49,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,6/3/2018,2030,0,TA00996035,,Y,N,M,B,B,,,S,I,,,,,,,,,,,N,,C,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/7/2018,05.38.51,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,6/3/2018,603,0,TA01047149,18-17500,N,N,F,B,B,,,C,,,L,,,,,,,,,N,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,7/14/2018,00.33.06,#EETJR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,538,6/4/2018,738,0,TA00997174,,N,Y,F,B,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/12/2018,03.05.25,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,456,6/4/2018,2050,0,TA00997365,,N,N,M,W,B,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.36.17,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,485,6/4/2018,2009,0,TA00997366,,N,N,F,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.38.41,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,6/4/2018,2152,0,TA00997367,,N,N,M,B,D,,,C,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.40.21,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,6/4/2018,1437,0,TA00997368,,N,N,F,B,D,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.41.17,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,6/4/2018,1300,1,TA00997369,,N,N,M,B,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.42.01,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,6/4/2018,1040,0,TA00997370,,N,N,F,W,B,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.42.42,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,418,6/4/2018,905,0,TA00997371,,N,N,F,B,B,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.44.21,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,418,6/4/2018,810,1,TA00997372,,N,N,F,B,D,,,S,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.45.08,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,6/4/2018,1620,0,TA00997373,,N,N,F,B,C,,,N,I,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.45.59,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,6/4/2018,1120,1,TA00997374,,N,Y,F,B,B,,,N,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.46.59,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,6/4/2018,1550,2,TA00997375,,N,Y,M,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.47.44,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,6/4/2018,1010,0,TA00997376,,N,N,M,B,B,,,C,I,,L,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.48.26,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,6/4/2018,1657,1,TA00997377,,N,N,F,W,B,,,O,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.49.09,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,6/4/2018,915,0,TA00997378,,N,N,F,W,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.49.46,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,528,6/4/2018,920,0,TA00997379,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.50.35,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,512,6/4/2018,1300,0,TA00997380,,N,N,M,W,D,,,C,I,,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.51.10,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,512,6/4/2018,1430,1,TA00997381,,N,N,F,B,D,,,C,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.52.29,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,512,6/4/2018,1352,2,TA00997382,,N,N,F,B,C,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.53.09,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,512,6/4/2018,1845,3,TA00997383,,N,Y,M,B,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.55.43,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,6/4/2018,2116,1,TA00997384,,N,N,F,B,B,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.56.50,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,6/4/2018,927,2,TA00997385,,N,Y,M,W,C,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,03.57.41,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,418,6/4/2018,935,2,TA00997386,,N,N,F,B,B,,,N,,E,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.02.01,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,418,6/4/2018,840,3,TA00997387,,N,N,M,B,C,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/6/2018,04.02.58,#WILJ04,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,6/5/2018,1937,0,TA00997455,,Y,N,F,W,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,01.23.43,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,6/5/2018,2000,1,TA00997456,,N,N,F,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,01.24.19,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,515,6/5/2018,2010,0,TA00997457,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,01.28.16,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,358,6/5/2018,2120,0,TA00997458,,N,Y,F,W,D,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,01.29.01,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,509,6/5/2018,2238,0,TA00997459,,N,Y,M,B,B,,,S,,,L,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,6/11/2018,01.30.30,#WINJE1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
